step,inner_opt_step,loss,perplexity,lr,grad_norm,tokens_per_second,moe_routing_entropy,c4_loss,nemotron_loss,aux_loss,expert_group_name
15,15,4.3546807162717975,77.84196769506266,0.0009991393273263544,0.4688911839486777,4524.421253867241,2.296042135849954,4.428222759599831,4.1914913688909605,0.04851403976566275,group_0
16,16,4.290551560335162,73.00672501038076,0.000999020784869113,0.4540813130894025,4415.796621047502,2.255576654685879,4.380047483074351,4.149053734602291,0.040657624718827265,group_0
17,17,4.340164073628121,76.72012605512498,0.000998894604918461,0.491862700584817,4485.258069002879,2.2743281248438287,4.415644866067617,4.20304587780791,0.04529561807243473,group_0
18,18,4.307716196158224,74.27067544987962,0.0009987607894251225,0.8635844870760423,4488.297055087307,2.2856563375667966,4.412952202330015,4.161858285226911,0.04421823969079862,group_0
19,19,4.280213217492587,72.25584457501041,0.000998619340457867,0.6822304410939463,4538.697632338819,2.2951746354536553,4.383893967857009,4.131504792660296,0.0460868804435347,group_0
20,20,4.316976741797454,74.96165692420401,0.0009984702602034762,0.6837601773911322,4536.015425886336,2.240330887956921,4.440697571453716,4.181933439432386,0.05761485964619032,group_0
21,21,4.258804653668388,70.72539156868552,0.00099831355096671,0.6263792348682149,4428.990827132937,2.288416832304875,4.336895213890427,4.093962654359148,0.04813650664447897,group_0
22,22,4.257422193808475,70.62768410764812,0.0009981492151702723,0.1700869729514674,4461.016908323051,2.2835536815465414,4.321197476663131,4.111008038064852,0.046626152569640984,group_0
23,23,4.2923990168582895,73.14172642695948,0.000997977255354771,0.4434618876687115,4438.826662284088,2.256712118996101,4.390585470403972,4.122572010041961,0.05554570676263281,group_0
24,24,4.20202259084903,66.82134669853299,0.0009977976741786818,0.44723306878780444,4504.718457715862,2.29222058642255,4.27152452372963,4.083901910784365,0.04974848557056445,group_0
25,25,4.256149633250559,70.53786326590743,0.0009976104744183049,0.6408652140422467,4588.603219225229,2.2820226395645853,4.336648539937766,4.119507432701623,0.0413732912112634,group_0
26,26,4.214446237037455,67.65668972650025,0.0009974156589677226,0.4147164830461741,4490.534341549174,2.2716042478753335,4.324904081276222,4.064121705828179,0.0494457941118691,group_0
27,27,4.285896938840071,72.66769597687724,0.0009972132308387555,0.48362168602993477,4531.412433965923,2.269197469797303,4.383884416789182,4.1309217757235706,0.041805084095516656,group_0
28,28,4.11122423955494,61.02137664298541,0.0009970031931609141,0.5978313690075114,4535.6032065123845,2.2432041644362117,4.208972155505856,3.9697607071321213,0.04752385445651091,group_0
29,29,4.248415308297425,69.99440486098786,0.0009967855491813523,0.5204494564781905,4434.034868095961,2.264449845878934,4.3492661883543144,4.06205141861418,0.045660090106006364,group_0
30,30,4.209605614950441,67.32998063544038,0.0009965603022648161,0.49315604220413134,4585.897122511462,2.236867871154569,4.312234429164523,4.056276839291941,0.046709546986909614,group_0
31,31,4.185420124211263,65.72110614540188,0.0009963274558935917,0.3994987798612147,4577.306404398083,2.2430180622848397,4.272521465267316,4.059447715004819,0.04950576139306528,group_0
32,32,4.131800108477368,62.2899507417922,0.0009960870136674525,0.3486514352100635,4492.80281275607,2.271488180700782,4.218753398446259,3.976625348312666,0.05337084576526641,group_0
33,33,4.144593469421907,63.09196787335228,0.0009958389793036015,0.4419796015462333,4408.216061979439,2.2545844000343007,4.25244511932543,3.9892072916069545,0.05118158279159887,group_0
34,34,4.194243393409777,66.30354689412262,0.0009955833566366163,0.7288936480491399,4394.8832983167185,2.240068593106512,4.3008559815705585,4.022097912474718,0.050415625324831084,group_0
35,35,4.1759456662105325,65.10137473095523,0.000995320149618388,0.5641299978967818,4407.622583564115,2.2425880374543756,4.244399238798616,4.023736894635416,0.03985952008644204,group_0
36,36,4.146962747874873,63.24162753608766,0.000995049362318061,0.45486805410081255,4415.421640950815,2.279144684523278,4.258520903850543,4.009236131232793,0.056809736531224155,group_0
37,37,4.122645943753485,61.722340235842346,0.00099477099892197,0.5975487263010059,4435.843704512286,2.2713783627053563,4.205543327403845,3.96109076986559,0.04055716842778763,group_0
38,38,4.104589879849872,60.6178788354213,0.0009944850637335744,0.4479996990059627,4332.421426102464,2.2505259993811855,4.208290000873419,3.9728167463811106,0.05508969483410501,group_0
39,39,4.138264854227093,62.69394388557635,0.000994191561173393,0.6638038210341545,4485.775584414586,2.2238221116255024,4.236018288329079,3.933732499202248,0.049039036625912164,group_0
40,40,4.125184844803429,61.8792462504098,0.0009938904957789354,0.5391624897811655,4491.805696250376,2.248893010535609,4.241729466132473,3.967174722907516,0.04707302745952377,group_0
41,41,4.130237699529082,62.19270435446034,0.0009935818722046307,0.42788825881232057,4525.052278193553,2.2585455201505473,4.209340497514091,3.955955707616817,0.046139286521101004,group_0
42,42,4.086434556043091,59.52727173581517,0.0009932656952217572,0.6344264064934135,4410.109818087848,2.208499918566244,4.229095100385566,3.900782637309599,0.05030967664324679,group_0
43,43,4.05409483322241,57.63297192743331,0.0009929419697183675,0.2808967390939655,4570.949806989722,2.255262024129148,4.13388925645114,3.87554511894578,0.050579393323443474,group_0
44,44,4.05064230157615,57.43433536480695,0.0009926107006992136,0.6156828016016836,4546.0603141310785,2.25559208881102,4.140491143716451,3.8835182217897097,0.060869347936426545,group_0
45,45,4.029471464257281,56.231183201475154,0.0009922718932856684,0.4979598939155349,4408.5313426336,2.2608262928823017,4.091653943932077,3.9198355108691763,0.06006244839239943,group_0
46,46,4.077388499148404,58.991212913729875,0.0009919255527156485,0.4144495249368707,4429.248902925567,2.249803380640944,4.193591400419936,3.9285270981514597,0.06023428752848273,group_0
47,47,4.012422199738977,55.28060920441103,0.0009915716843435314,0.548851895433847,4354.444421835677,2.261779913216958,4.098018308388819,3.8646324044666023,0.048188838912081956,group_0
48,48,4.032875389041996,56.422916056628075,0.0009912102936400734,0.6601428642833607,4468.636417715388,2.2556086186699376,4.144447699688266,3.890216827445662,0.04997952606237044,group_0
49,49,3.9487414719236242,51.870045830293805,0.000990841386192325,0.4769059478353569,4413.251094687589,2.2463181521758373,4.0306742269563784,3.817055293180679,0.049832189230118486,group_0
50,50,3.992848737769315,54.2090971127051,0.0009904649677035446,0.3974054937022701,4518.495535266338,2.2272916584514255,4.095397105065518,3.843822816317859,0.05167872087069114,group_0
51,51,4.010482234601097,55.17347070583079,0.0009900810439931104,0.2633085011403544,4410.589030219313,2.253971031194931,4.116974305470978,3.8715299865577473,0.0548364432503408,group_0
52,52,3.903206201195669,49.56109749033669,0.0009896896209964303,0.4845036274928042,4458.663799644376,2.2423586531829662,3.9763299273216908,3.746967847025246,0.05010983980540433,group_0
53,53,3.981766267782869,53.61164316864828,0.0009892907047648499,0.538800293644357,4582.045177745854,2.2708445215709827,4.075386258679302,3.811488313918463,0.044218059567048135,group_0
54,54,3.9822868720882885,53.639560887314204,0.000988884301465559,0.5047064301318849,4483.160494049786,2.255463652358658,4.071164416417797,3.799693071283433,0.04486318271067526,group_0
55,55,3.927630596125155,50.786501264049605,0.0009884704173814974,0.5850987110019785,4546.63330017962,2.2340643696213083,4.019410971755324,3.793744888356176,0.04144654977958784,group_0
56,56,3.9168908813649845,50.24398716466829,0.0009880490589112554,0.4491703131689303,4463.527840751611,2.2152285032889685,3.9941791074180624,3.7329624643000727,0.04980826680361657,group_0
57,57,3.944859103550457,51.66905761245199,0.0009876202325689773,0.21360931929641824,4604.664802196043,2.2661056472293324,4.0397155549559685,3.7975673866795003,0.04129123683203975,group_0
58,58,3.900006639335657,49.402777106060924,0.0009871839449842597,0.34207457450410605,4451.78708421413,2.2367648414163943,3.970451453040352,3.724007122835534,0.04389507408239506,group_0
59,59,3.921437199088747,50.47293232841645,0.0009867402029020483,0.5896761756271627,4568.285165999164,2.2340912249746387,3.989576213388554,3.747109087666948,0.05909515749075159,group_0
60,60,3.900795371725693,49.441758047266816,0.0009862890131825347,0.4058673711448171,4544.755021730961,2.242384293305235,4.030252486445863,3.7732128487287135,0.04782424229146236,group_0
61,61,3.882562440255212,48.548458344370346,0.00098583038280105,0.37457987389388364,4440.57943683098,2.2263328210817863,3.9505281615378567,3.7123965045937015,0.045727351387615064,group_0
62,62,3.8931809217544875,49.066715935896504,0.000985364318847957,0.33382883602532354,4582.843766475825,2.2231502763996382,3.9681749567677076,3.7179655513596432,0.03910640135396421,group_0
63,63,3.8852708178505155,48.680124121072524,0.0009848908285285402,0.6052236807816158,4499.661158945194,2.231258321427847,4.000378082228539,3.7156652998961763,0.046057291192568864,group_0
64,64,3.8505766100142313,47.02016771604563,0.0009844099191628948,0.48315352181681925,4505.742382118241,2.203508493512526,3.963525557070308,3.7247868068606174,0.051079531640075684,group_0
65,65,3.869614423065248,47.92390416587855,0.0009839215981858136,0.5399546690344299,4598.11524935919,2.2201416479504306,3.960959190072345,3.7375327802156777,0.046295036500702214,group_0
66,66,3.808262368711231,45.0720521743504,0.0009834258731466715,0.4222994275348304,4615.268422278775,2.22778785601303,3.88649961166815,3.6575755748142997,0.046934975094826886,group_0
67,67,3.82229202025399,45.70885396914826,0.0009829227517093098,0.6519536371344613,4468.106735708296,2.225752116106958,3.915698098987248,3.669793052958071,0.047242698420654594,group_0
68,68,3.805803825803122,44.961376706064584,0.0009824122416519164,0.4958885007576848,4429.165523173756,2.222353189877621,3.915819010365638,3.6606912308343036,0.05281690947052899,group_0
69,69,3.830245404027326,46.07384355373474,0.0009818943508669068,0.48876051798902337,4627.638928181495,2.2111710857807294,3.9248732027193554,3.6602999964900977,0.04310446724084591,group_0
70,70,3.8116110327288357,45.223236324852756,0.0009813690873608013,0.2933600977789371,4512.567144557365,2.210197919336875,3.9555838133687033,3.657543648113507,0.04976597215434914,group_0
71,71,3.8086486441519516,45.08946576417274,0.0009808364592541014,0.4521496795121253,4501.905244527252,2.2435777227296088,3.925334267734626,3.70509099869429,0.041334903146423095,group_0
72,72,3.7597786567974767,42.93892068861804,0.0009802964747811648,0.27375572876778653,4536.15217157384,2.21360860465587,3.826211341280575,3.626268358005758,0.049472801646392964,group_0
73,73,3.7956155644176532,44.505624053786015,0.0009797491422900767,0.5523567375687686,4607.396349775146,2.241885796318024,3.887488458372031,3.6514866764751144,0.05483264271662276,group_0
74,74,3.750925051628452,42.56043439490272,0.0009791944702425223,0.5451020630633321,4399.959016164074,2.217513755241854,3.821897709024971,3.6143221644381303,0.05495805665319251,group_0
75,75,3.7495545388458527,42.502144728022124,0.0009786324672136552,0.6098200612711463,4473.674400945131,2.2412560653663185,3.82737075385377,3.6141906546146156,0.04126189797324954,group_0
76,76,3.773242305744287,43.520944533365686,0.0009780631418919651,0.29667985992127976,4571.025322295196,2.2284888392696485,3.888234983280243,3.6314864345577478,0.05224549117163588,group_0
77,77,3.733198976268317,41.81265213003506,0.000977486503079143,0.7029937517001746,4374.4024073574365,2.1913686236916865,3.825620262755383,3.5892637902438405,0.04124838398610798,group_0
78,78,3.7215853547205477,41.32986469393964,0.0009769025596899458,0.3421829829831108,4620.181974116019,2.2066845312624426,3.832601908821509,3.5739123803786867,0.05459176935274024,group_0
79,79,3.6710512018114136,39.29318922962099,0.000976311320752058,0.36797366828798594,4441.873770017967,2.2020368515969997,3.7661433441301657,3.5225490619490953,0.038236463797399936,group_0
80,80,3.658685474844234,38.810292219575416,0.0009757127954059523,0.46379661576368797,4529.2324234634625,2.221533003660742,3.7474479664158844,3.497570542138336,0.056381685573892525,group_0
81,81,3.707633193007375,40.757227788727725,0.0009751069929047482,0.5661787201834708,4446.7465938913465,2.2225816604478483,3.802667605637336,3.546092025898323,0.04683475886804672,group_0
82,82,3.6741625526178687,39.41563451195508,0.0009744939226140691,0.44715189140560735,4624.365597936846,2.2003052681979,3.760898587144969,3.5270674248970804,0.03927761366757443,group_0
83,83,3.6119228172325366,37.037200157941754,0.0009738735940118973,0.6951866792481206,4474.048129598413,2.2020677141415734,3.7145337531798495,3.4791999125913184,0.046029474216552756,group_0
84,84,3.658849517446267,38.816659283117346,0.0009732460166884279,0.5138153726888669,4456.283173039216,2.2155031328860253,3.7377993962942537,3.518689689955735,0.05047406399508076,group_0
85,85,3.6399791114531332,38.09104105059261,0.0009726112003459198,0.39072117021406627,4444.699906247253,2.205987075261507,3.7488892676853953,3.4526885259745095,0.04581279569344662,group_0
86,86,3.5950861572769504,36.41883760059039,0.0009719691547985466,0.28102224383797847,4537.897162209903,2.2074632832935466,3.704846545741512,3.4586939100045933,0.05046502297280198,group_0
87,87,3.611743102691728,37.03054463258779,0.0009713198899722441,0.5629193857850566,4440.851709198459,2.211598435193686,3.703412917482312,3.4465303417038813,0.0522504542402757,group_0
88,88,3.6610171555916837,38.90089101343159,0.0009706634159045572,0.41525353956607347,4463.329190978064,2.1714959352692795,3.767958756577759,3.517772252986809,0.05188570535111033,group_0
89,89,3.570550533375447,35.53615160483725,0.0009699997427444848,0.37125823411548653,4374.940958805175,2.1983922972927084,3.6504633117720826,3.3978281598566173,0.05047877129982656,group_0
90,90,3.5298359109914594,34.11836870611324,0.0009693288807523226,0.4334563689061705,4590.275789167154,2.200305341659816,3.6180963611579573,3.3549223533490617,0.040546428045026714,group_0
91,91,3.571273199782306,35.561841669386396,0.0009686508402995049,0.34541124068499407,4622.475918022878,2.183828807174336,3.62290640828563,3.40243232409184,0.04875082985304556,group_0
92,92,3.565840175385038,35.3691572196106,0.0009679656318684438,0.6985033558318166,4428.004059587046,2.2119170016097853,3.6476154420427456,3.39003890543126,0.04608857963900794,group_0
93,93,3.573514568050466,35.641638246212715,0.0009672732660523675,0.3783603327257186,4535.846789368589,2.2088441909795113,3.6349886104573703,3.436351448249392,0.056100327379068324,group_0
94,94,3.5509180088534533,34.84529109505563,0.0009665737535551561,0.30712621231902837,4441.735240984686,2.2235184169748914,3.6419297438703246,3.447010486425251,0.05804063320422234,group_0
95,95,3.563196630994718,35.2757807592401,0.0009658671051911769,0.37094236954903326,4475.278684440208,2.174912273045619,3.655226449550008,3.4071078285202563,0.04253488998765191,group_0
96,96,3.490211450604549,32.79288104769888,0.0009651533318851163,0.42297293355511145,4527.395952082589,2.1967451432224516,3.6164982274813333,3.347657704562871,0.05558287005165576,group_0
97,97,3.504754395640347,33.27327078840921,0.0009644324446718117,0.5674868666025608,4459.949127185665,2.1783283792715764,3.5997969544713166,3.309267996604652,0.047150797283492155,group_0
98,98,3.5260621378324224,33.98985636279178,0.00096370445469608,0.3219303809230947,4576.257884762156,2.1840418888277835,3.63190424519566,3.3830816501723335,0.04710994356488087,group_0
99,99,3.474778699781751,32.2906818109217,0.0009629693732125462,0.6600746371038716,4510.039325324759,2.1791987766318415,3.562101295811156,3.33857224241112,0.05149319854266421,group_0
100,100,3.4767178243424377,32.353358214139334,0.0009622272115854692,0.5297682460303725,4615.261114542992,2.1892768473362634,3.5824789312127803,3.316177239362926,0.04827898003818529,group_0
101,101,3.4433391965847586,31.291271617143543,0.0009614779812885653,0.5131688699492133,4461.781819965367,2.2060172955175275,3.5849391100168635,3.2904829817467043,0.04946349732399357,group_0
102,102,3.4839214766651434,32.5872620275714,0.0009607216939048322,0.2908893029600388,4405.138279252102,2.2326381688759067,3.594006890766526,3.310648757431733,0.05262830090954193,group_0
103,103,3.468322801504496,32.082887923659655,0.0009599583611263688,0.7194488857803505,4518.520443992032,2.2056420428621646,3.586646031225742,3.3391522085389287,0.06057206370579284,group_0
104,104,3.498667609075756,33.07135861236066,0.000959187994754195,0.5215902361159604,4462.476401400058,2.199909525263658,3.593562290681056,3.351940086952967,0.05475722898473705,group_0
105,105,3.418116814329266,30.511901308216956,0.0009584106066980688,0.326660707710851,4476.933555088797,2.213529741104027,3.53889718784483,3.285632073185797,0.0568799651843939,group_0
106,106,3.368297532121227,29.029063916171033,0.0009576262089763028,0.26852749370177276,4534.395204521887,2.163081220242845,3.425038888042343,3.205065137365381,0.05325714375865573,group_0
107,107,3.4406885103098817,31.208438104272332,0.0009568348137155777,0.4487249748215683,4549.00848369405,2.1628252100186844,3.536382576229419,3.2936797229211265,0.04833897688565493,group_0
108,108,3.4356668153081933,31.052111686940165,0.0009560364331507559,0.5828426603186,4463.338367456235,2.1924277290978984,3.5217772247170047,3.305411910484861,0.041308232489864725,group_0
109,109,3.4075644444240214,30.191621267823443,0.0009552310796246907,0.7044627146361702,4423.025504384403,2.167225176469352,3.491530500485215,3.257127621286041,0.049180061915178944,group_0
110,110,3.346269347126208,28.396597939421124,0.000954418765588037,0.681009270020955,4531.144832782694,2.1921249882771505,3.4309268713291203,3.177725465887708,0.05045354834830403,group_0
111,111,3.4177594225743237,30.500998554654945,0.0009535995035990584,0.5286918773394993,4562.008388428182,2.1897156813263674,3.5108198592745476,3.279247244598956,0.04641439630595417,group_0
112,112,3.381196409901917,29.40593162367365,0.0009527733063234321,0.6913920036553093,4478.35596093498,2.203420233869006,3.489514682404535,3.224232038234015,0.05130847560833897,group_0
113,113,3.35057541043599,28.519139133652544,0.0009519401865340548,0.5031907051978975,4535.0654000348895,2.179169996477046,3.442905511277621,3.1845479788893933,0.050272176484807744,group_0
114,114,3.3635632177732124,28.891956014408095,0.0009511001571108437,0.5814185539781853,4487.397246577563,2.168400194479242,3.45263790691784,3.23571709872283,0.04445171189114104,group_0
115,115,3.347966878450303,28.444842991078936,0.0009502532310405383,0.7446626734413169,4506.809592055552,2.117099652712274,3.4481533473211208,3.1946565334463775,0.050194934306298,group_0
116,116,3.271609007725698,26.353708568607296,0.0009493994214164992,0.5138991568674512,4533.640270567194,2.1743295495255426,3.352472714865312,3.128115898650019,0.04943698592886412,group_0
117,117,3.320356098897312,27.67020213281317,0.0009485387414385058,0.6109827192274633,4528.749698801529,2.165854850938335,3.405542987589335,3.1998196530477006,0.04594218255038875,group_0
118,118,3.32298961132383,27.743167990049532,0.000947671204412552,0.6299125867526316,4510.587781875285,2.153231288910573,3.3657081019659634,3.150725224290976,0.04469253055154336,group_0
119,119,3.351179620923892,28.536375903417177,0.0009467968237506412,0.6053573939579311,4528.290138280505,2.1309105716110253,3.4568676315161824,3.190492345685022,0.050543115284559126,group_0
120,120,7.28963177100716,1465.0311309302872,0.0009459156129705781,150.0,4481.279589248748,2.190118520848131,7.407692575176504,7.10721996057093,0.05146907052423577,group_0
121,121,3.2578809830964652,25.994396175937197,0.0009450275856957603,0.5328201286761034,4545.13932436159,2.151641107057943,3.340995452341898,3.092296251685069,0.05828425101793486,group_0
122,122,3.2079644036318706,24.72869730980883,0.0009441327556549673,0.7104577871372355,4508.4278225788,2.166023099350271,3.3336535631165036,3.0461104800235126,0.05362158110835615,group_0
123,123,3.2724202965403033,26.375097712805918,0.0009432311366821486,0.5279946423949066,4583.244765600361,2.193946884147393,3.360111691366445,3.1367000735082136,0.04231445543075834,group_0
124,124,3.26545448723419,26.192012221331773,0.0009423227427162092,0.2506438116185836,4519.79440153907,2.1540918191684786,3.361870776845113,3.1070623206317785,0.04862872460889207,group_0
125,125,3.233740827478094,25.374400906269415,0.0009414075878007956,0.5587550690349933,4570.3568084558065,2.1485801978621004,3.3480737804051652,3.0745776953981365,0.05461007566303324,group_0
126,126,3.229947250378046,25.27832351378454,0.0009404856860840761,0.649699366972008,4474.67297536609,2.1572435359165536,3.3351383276782633,3.0719842580846146,0.05423407087795147,group_0
127,127,3.1978652767742486,24.480215893257412,0.0009395570518185252,0.4025980090574388,4631.270815446485,2.1533074971351196,3.305968930359308,3.060202184042181,0.04114486593267917,group_0
128,128,3.2372262390355284,25.46299544097081,0.0009386216993607006,0.5012169907073066,4403.476747824991,2.1296883439747116,3.3571372443069323,3.0908532062449257,0.04981722089987732,group_0
129,129,3.189746534201947,24.282271937587254,0.0009376796431710228,0.6869793164762988,4585.511502862209,2.1807622675034537,3.289048456366532,3.035731607600436,0.04795483404114598,group_0
130,130,3.2004518318013657,24.543617278979834,0.000936730897813551,0.5344472603490864,4531.299332493879,2.165711369657087,3.319232125894742,3.074544203072607,0.051248886791609195,group_0
131,131,3.1598426458387774,23.566887289508774,0.0009357754779557579,0.5880559316432549,4391.604900064353,2.166387897550316,3.2789690404953533,3.0071227135771794,0.05764374965625823,group_0
132,132,3.219847507219818,25.024303864696385,0.0009348133983683033,0.5377232834068094,4644.790564593651,2.1496145371918702,3.304049783669198,3.0502749042224093,0.04425796656068138,group_0
133,133,3.2051969334929593,24.6603559883312,0.0009338446739248051,0.5432074440620007,4584.792682914583,2.14096198453019,3.3119844723227287,3.0324496295359338,0.04822759893136454,group_0
134,134,3.1744365882856513,23.913343014639313,0.0009328693196016102,0.5947272009122477,4540.0340249265855,2.1087525751853335,3.2774269793882196,3.016081418608761,0.05600917402347915,group_0
135,135,3.188927610851809,24.262394758157214,0.0009318873504775624,0.4136858797785054,4511.099161007458,2.1751440990828583,3.2803271993229757,3.0225553234671554,0.05057695188156257,group_0
136,136,3.119781377313801,22.64142917198749,0.000930898781733769,0.34408331429724226,4457.1846512347865,2.1813611674773714,3.195235485238244,2.989812948164893,0.054010686208509844,group_0
137,137,3.184601787450471,24.157666604202024,0.0009299036286533671,0.6470428653548658,4544.531820735059,2.1485959818259257,3.2729904177492406,3.072611305129908,0.04441314752103242,group_0
138,138,3.166418165599254,23.72236242729883,0.0009289019066212867,0.8683474310443333,4446.311912325116,2.124299268741814,3.220701270965075,3.0280714458199824,0.05465989287062789,group_0
139,139,3.098439937642173,22.16334809181147,0.0009278936311240124,0.34260641553891413,4408.883003699072,2.1462355552502124,3.2242221939115523,2.9303296777759127,0.04886407921190247,group_0
140,140,3.1123614149881766,22.4740523532994,0.0009268788177493447,0.4560888203130197,4484.454218404827,2.1599135981801174,3.190123892919312,2.9651186009006576,0.05767489940780419,group_0
141,141,3.0868164996223557,21.907225186912502,0.000925857482186159,0.2937247652648163,4484.438916338002,2.1189900482775696,3.1775168354815007,2.9379832751918387,0.049286275359869104,group_0
142,142,3.111272339933352,22.449589746725792,0.0009248296402241628,0.503717544535999,4463.468426785024,2.1044464632030304,3.212502266557786,2.9617857405749493,0.05702822255384545,group_0
143,143,3.0996400976946368,22.189963625075293,0.0009237953077536512,0.5436617212507643,4494.001594505149,2.124928220252539,3.177827258428548,2.911389695093634,0.05073034344944373,group_0
144,144,3.075331333931336,21.65705644051557,0.0009227545007652622,0.5277373123551846,4462.072467817837,2.1651362258932383,3.163081994438523,2.938966414335097,0.05120581102209257,group_0
145,145,3.0619913474831137,21.370070054224293,0.0009217072353497288,0.579486500904052,4413.056849910262,2.1316637366551556,3.144111433911575,2.9104188963083995,0.04896662312815692,group_0
146,146,3.027955447336562,20.654959237146436,0.0009206535276976301,0.7793678935872277,4575.21102153576,2.175348703055597,3.1592484072309093,2.9017489458930736,0.04688708205774944,group_0
147,147,3.012590689986963,20.34002642913278,0.0009195933940991418,0.4972532981514768,4641.80224410875,2.1402673264953647,3.1132699329281155,2.8979456920479874,0.05390690246727187,group_0
148,148,2.9970902672074717,20.027178322887877,0.0009185268509437831,0.7159224318193256,4446.777204823101,2.1202755231953767,3.0801222038990312,2.8090246754684927,0.04489094424400468,group_0
149,149,2.9788713423095183,19.6656083742227,0.0009174539147201652,0.5589621480911731,4496.432975505028,2.1363983274549616,3.0526771582428074,2.853609841543901,0.05207920502447724,group_0
150,150,2.9970701418193455,20.026775272206844,0.0009163746020157341,0.3476810776001156,4494.618778852864,2.1230178010119967,3.070936451817581,2.809120633851275,0.05009607123512977,group_0
151,151,2.982668183712836,19.74041749964104,0.0009152889295165162,0.583233514152522,4446.060148785236,2.0978900580174864,3.0648619708099365,2.8137654483900647,0.04811178865688007,group_0
152,152,2.91503193331595,18.449401543908845,0.0009141969140068587,0.6540167590936827,4553.519164074555,2.117647022583984,3.020275322935468,2.7740952461557438,0.04813190959107143,group_0
153,153,2.9714793567105255,19.520776437604887,0.0009130985723691714,0.8019481177434851,4433.314835169879,2.108520970971494,3.062027841968461,2.8064231409851415,0.051480163093836365,group_0
154,154,2.94848351650897,19.077001822914067,0.000911993921583665,0.5815685522288035,4574.777764931301,2.11818406620837,3.0620568464298192,2.7743963644478105,0.04960818826833328,group_0
155,155,2.9224493552814867,18.58675732330476,0.0009108829787280887,0.6964109520657489,4551.613190222431,2.094941833614416,3.0417948731752116,2.7539564380140216,0.04784862861011964,group_0
156,156,2.9170552156142495,18.486767679840497,0.0009097657609774665,0.48869151085183854,4444.252369050861,2.124713814054314,3.021106362331209,2.7554632429355648,0.05543787660858477,group_0
157,157,2.9001961459151144,18.177710503449777,0.000908642285603831,0.3205453690630618,4644.090697412998,2.1537864083800735,3.0077116289109163,2.7720726004379337,0.04778050953904068,group_0
158,158,2.9056914327891215,18.277877207695543,0.0009075125699759571,0.5984230196338898,4507.383754156291,2.135211636554822,3.003589759024397,2.7623288724240793,0.05210585865431674,group_0
159,159,2.8874382229090907,17.947273745201134,0.0009063766315590931,0.4646828715179978,4485.882043011074,2.1154535194537396,2.9680734523911165,2.7536519015804246,0.05804840999573774,group_0
160,160,2.906987565106959,18.30158311472327,0.0009052344879146906,0.3185996103414318,4484.324170549463,2.1195341296866395,3.008078964775261,2.768726284986195,0.05458778769713784,group_0
161,161,2.8863189126482114,17.92719641601977,0.0009040861567001336,0.548676066905313,4549.949398203055,2.11747379520533,2.979609758205101,2.737628774844621,0.04929643867408798,group_0
